id_nodo	nombre_nodo	ano_apa	subclass	attr	class_nodo
a.2705	Emilia Uribe de Mejía			0	artista
a.2706	Endara Joaquín			0	artista
a.2707	Epifanio Garay			0	artista
a.2708	Éricka Flórez			0	artista
a.2709	Erik Nitsche			0	artista
a.2710	Erling Ericsson			0	artista
a.2711	Ernesto Bertani			0	artista
a.2712	Ernesto Recuero			0	artista
a.2713	Esteban López			0	artista
a.2714	Esteban Peña			0	artista
a.2715	Esteban Rivera			0	artista
a.2716	Eva Vent			0	artista
a.2717	Evandro Teixeira			0	artista
a.2718	Evelyn Soto Gabino			0	artista
a.2719	Eyder Wilson Ul Ascue			0	artista
a.2720	F. H. K. Henrion			0	artista
a.2721	Fabio Melecio Palacios			0	artista
a.2722	Fabio Rodriguez Amaya			0	artista
a.2723	Falko Behrendt			0	artista
a.2724	Federico Guzmán			0	artista
a.2725	Felipe Paz			0	artista
a.2726	Fernando Casto Pacheco			0	artista
a.2727	Fernando Olivella			0	artista
a.2728	Fernando Pareja & Leidy Chávez			0	artista
a.2729	Fernando Pertuz			0	artista
a.2730	Fernando Salazar			0	artista
a.2731	Fernell Franco			7	artista
a.2732	Figueroa J.			0	artista
a.2733	Francisco Bellorín			0	artista
a.2734	Francisco Camacho			0	artista
a.2735	Francisco J. Jaramillo			0	artista
a.2736	Francisco Liu			0	artista
a.2737	Francisco Ospina Bernal			0	artista
a.2738	Francisco Rodon			0	artista
a.2739	Francisco Todó			0	artista
a.2740	Francisco Toquica			0	artista
a.2741	François Bucher			0	artista
a.2742	François Dolmetsch			0	artista
a.2743	Freddy Barbosa			0	artista
a.2744	Frederic Chastro			0	artista
a.2745	Fredy Quinayas			0	artista
a.2746	Fritz Cremer			0	artista
a.2747	Fritz Seifert			0	artista
a.2748	Froylán Ruiz			0	artista
a.2749	Fundación dos mundos			0	artista
a.2750	Future Farmers			0	artista
a.2751	G. A. Garrrido			0	artista
a.2752	Gabriel de la Mora			0	artista
a.2753	Gabriel Ossa			0	artista
a.2754	García Alex			0	artista
a.2755	Gaston Ugalde			0	artista
a.2756	Georges Braque			0	artista
a.2757	Gertrudis Goldschmidt			0	artista
a.2758	Gil Ibarra L.			0	artista
a.2759	Gilberto Aceves Navarro			0	artista
a.2760	Gilda Mantilla			0	artista
a.2761	Giles Saussier			0	artista
a.2762	Gillian Ayres			0	artista
a.2763	Gilma Suárez			0	artista
a.2764	Gina Arizpe			0	artista
a.2765	Glauco Rodriguez			0	artista
a.2766	Gloria Martinez			0	artista
a.2767	Gómez de la Torre			0	artista
a.2768	Gordon House			0	artista
a.2769	Graciela Iturbode			0	artista
a.2770	Gregorio Vázquez y Ceballos			0	artista
a.2771	Grupo Nómada			0	artista
a.2772	Guayasamin Oswaldo			0	artista
a.2773	Guillermo Calzadilla			0	artista
a.2774	Guillermo Gómez Peña			0	artista
a.2775	Guilles Charalambos			0	artista
a.2776	Gustav Henri Jossot			0	artista
a.2777	Gustavo Niño			0	artista
a.2778	Gustavo Toro			0	artista
a.2779	Harold Cohen			0	artista
a.2780	Harold Orlando Rodriguez			0	artista
a.2781	Héctor de Anda			0	artista
a.2782	Hector Ulloque			0	artista
a.2783	Héctor Wiesner García			0	artista
a.2784	Helmut Federle			0	artista
a.2785	Henri de Toulouse-Lautrec			0	artista
a.2786	Henrik Olesen			0	artista
a.2787	Henry Salazar			0	artista
a.2788	Herbert Leupin			0	artista
a.2789	Herbert Sandberg			0	artista
a.2790	Herlyng Ferla			0	artista
a.2791	Hermann Yusty			0	artista
a.2792	Hernán Barón			0	artista
a.2793	Hernán Braum-Vega			0	artista
a.2794	Hugo Denizart			0	artista
a.2795	Humberto Junca			0	artista
a.2796	Humberto Polar			0	artista
a.2797	Ignacio Espla			0	artista
a.2798	Ilva Posse de Gomez			0	artista
a.2799	Imana Garrón			0	artista
a.2800	Inés Gaitán			0	artista
a.2801	Inu Waters			0	artista
a.2802	Irene Balas			0	artista
a.2803	Irene Fuga			0	artista
a.2804	Irma Constanzo			0	artista
a.2805	Isabel Moreno			0	artista
a.2806	Isabella Suárez			0	artista
a.2807	Isable de Obaldia			0	artista
a.2808	Iván Argote			0	artista
a.2809	Ivan Chermayeff & Thomas Geismar			0	artista
a.2810	Iván Morales			0	artista
a.2811	Iván Tovar			0	artista
a.2812	Jaime Ávila Ferrer			0	artista
a.2813	Jaime Romero			0	artista
a.2814	Jairo Pinilla			0	artista
a.2815	Jairo Téllez			0	artista
a.2816	James Montgomery Flagg			0	artista
a.2817	Jan Lenica			0	artista
a.2818	Javier Arévalo			0	artista
a.2819	Javier de la Garza			0	artista
a.2820	Javier Humberto Cruz Góngora			0	artista
a.2821	Javier Marín			0	artista
a.2822	Javier Morales			0	artista
a.2823	Jean Dubuffet			0	artista
a.2824	Jean Luc Moulene			0	artista
a.2825	Jean-Marc Bustamante			0	artista
a.2826	Jennifer Allora			0	artista
a.2827	Jennifer Peñaloza Dulcey			0	artista
a.2828	Jenny Jaramillo			0	artista
a.2829	Jesús Abad Colorado			0	artista
a.2830	Jesús Urbieta			0	artista
a.2831	Jhon Freddy Cardona			0	artista
a.2832	Jim Pluk			0	artista
a.2833	Jim Stoten			0	artista
a.2834	Joachim Jansong			0	artista
a.2835	Joachim John			0	artista
a.2836	Joaquín Gutiérrez			0	artista
a.2837	Joe Tilson			0	artista
a.2838	Jonathan Zabriskie			0	artista
a.2839	Joni B			0	artista
a.2840	Jorge Caballero			0	artista
a.2841	Jorge Echeverry			0	artista
a.2842	Jorge Hernan González			0	artista
a.2843	Jorge Julián Aristizabal			0	artista
a.2844	Jorge Mora			0	artista
a.2845	Jorge Paez			0	artista
a.2846	Jorge R. Nuñez			0	artista
a.2847	José Antonio Dorado			0	artista
a.2848	José Antonio Quintero			0	artista
a.2849	Jose Balmes			0	artista
a.2850	José Chavéz Morado			0	artista
a.2851	José Leonilson			0	artista
a.2852	Jose Luis Cuevas			0	artista
a.2853	José Reyes Meza			0	artista
a.2854	Josefina de Hoyos			0	artista
a.2855	Juan Andrés Posada Jaramillo			0	artista
a.2856	Juan Carlos Distéfano & Rubén Fontana & Carlos Soler			0	artista
a.2857	Juan David Velásquez			0	artista
a.2858	Juan Fernando Herrán			0	artista
a.2859	Juan Fernando Toro			0	artista
a.2860	Juan Guillermo Restrepo			0	artista
a.2861	Juan Guillermo Tamayo			0	artista
a.2862	Juan Martín Rico			0	artista
a.2863	Juan Pablo Marín			0	artista
a.2864	Juan Pablo Ríos			0	artista
a.2865	Juan Peláez			0	artista
a.2866	Juan Raúl Hoyos			0	artista
a.2867	Juan Zamora			0	artista
a.2868	Juca Martins			0	artista
a.2869	Judi Werthein			0	artista
a.2870	Juergen Schieferdecker			0	artista
a.2871	Jules Cheret			0	artista
a.2872	Julián Aristizábal			0	artista
a.2873	Juliana Guevara			0	artista
a.2874	Juliano Ventura			0	artista
a.2875	Julien Creuzet			0	artista
a.2876	Jutta Koether			0	artista
a.2877	Kabaret Machine			0	artista
a.2878	Kara Walker			0	artista
a.2879	Karl Gerstner			0	artista
a.2880	Karl-Georg Hirsch			0	artista
a.2881	Katherin Gómez			0	artista
a.2882	Katia Maciel			0	artista
a.2883	Kerstin Brätsch			0	artista
a.2884	Kevin Mancera			0	artista
a.2885	Kim Manresa			0	artista
a.2886	Kingmann Eduardo			0	artista
a.2887	Kristian Gavoille			0	artista
a.2888	La Silueta			0	artista
a.2889	La virgen del milagro producciones			0	artista
a.2890	Laagencia			0	artista
a.2891	Laboratorio artístico Chocó			0	artista
a.2892	Las Malas Amistades			0	artista
a.2893	Laura Lucía Peña Escobar			0	artista
a.2894	Leandra Plaza			0	artista
a.2895	Leo Lionni			0	artista
a.2896	Leon Trujillo			0	artista
a.2897	Leonardo Amador			0	artista
a.2898	Leonardo López			0	artista
a.2899	Leonor Alvarez			0	artista
a.2900	Leonor Barrero de Garcia.			0	artista
a.2901	Lester Beall			0	artista
a.2902	Lilia Yepes			0	artista
a.2903	Liliana Angulo			0	artista
a.2904	Liliana Cabrera			0	artista
a.2905	Liliana Díaz			0	artista
a.2906	Liliana Estrada			0	artista
a.2907	Liliana Sánchez			0	artista
a.2908	Lina Sánchez Calderón			0	artista
a.2909	Lisseth Balcázar			0	artista
a.2910	Lizeth Fernanda Figueroa Cruz			0	artista
a.2911	lngo Arnold			0	artista
a.2912	Loan Nguyen			0	artista
a.2913	Lorena Espitia			0	artista
a.2914	Lorena Marín			0	artista
a.2915	Los Lichis			0	artista
a.2916	Luis Angel Rengifo			0	artista
a.2917	Luis Carlos Barrios			0	artista
a.2918	Luis Carlos Felizardo			0	artista
a.2919	Luis E. Cruz			0	artista
a.2920	Luis Echavarría			0	artista
a.2921	Luis Fernando López			0	artista
a.2922	Luis Molina-Pantin			0	artista
a.2923	Luis Nichizawa			0	artista
a.2924	Luis Ricaurte			0	artista
a.2925	Luis Solari			0	artista
a.2926	Luisa Sossa			0	artista
a.2927	M. M. Mosquera			0	artista
a.2928	Magola Arango Mejia			0	artista
a.2929	Manuel Guerrero			0	artista
a.2930	Manuel Hernandez			0	artista
a.2931	Manuel Romero			0	artista
a.2932	Manuel Ruiz Montealegre			0	artista
a.2933	Marc Vaux			0	artista
a.2934	Marcela Gómez			0	artista
a.2935	Marcela Quiroga			0	artista
a.2936	Marcelo Aguirre			0	artista
a.2937	Marcia Valladares			0	artista
a.2938	Margarita Betancourt			0	artista
a.2939	María Angélica Madero			0	artista
a.2940	Maria Cristina Pavia			0	artista
a.2941	María Juliana Soto			0	artista
a.2942	María Mercedes Salgado			0	artista
a.2943	María Paola Sánchez			0	artista
a.2944	Maria Teresa Guerrero			0	artista
a.2945	María Thereza de patiño			0	artista
a.2946	María Victoria Salcedo			0	artista
a.2947	Mariana Castillo Deball			0	artista
a.2948	Mariana Murcia			0	artista
a.2949	Marilaura Cajar			0	artista
a.2950	Mario Carvo Neto			0	artista
a.2951	Mario Fernando Camargo Gómez			0	artista
a.2952	Mario Machado			0	artista
a.2953	Maritza López			0	artista
a.2954	Mark Lancaster			0	artista
a.2955	Marta Plazas			0	artista
a.2956	Martha Combariza			0	artista
a.2957	Martha Jamín Giraldo Castaño			0	artista
a.2958	Massimo Vignelli & Heinz Waibl			0	artista
a.2959	Matali Crasset			0	artista
a.2960	Mateo Rivano			0	artista
a.2961	Mathías Goeritz			0	artista
a.2962	Matthieu Laurette			0	artista
a.2963	Mauricio Carmona			0	artista
a.2964	Mauricio Corradini			0	artista
a.2965	Mauro Colombo			0	artista
a.2966	Melisa Saavedra Gil			0	artista
a.2967	Memo Bejarano			0	artista
a.2968	Mguel Ángel Rojas			0	artista
a.2969	Michael Meyer			0	artista
a.2970	Michelle Szejner			0	artista
a.2971	Miguel Antonio Lozano			0	artista
a.2972	Miguel Böhmer			0	artista
a.2973	Miguel Castro Leñero			0	artista
a.2974	Miguel Rio Barco			0	artista
a.2975	Miguel Tejada			0	artista
a.2976	Miky Calero			0	artista
a.2977	Milton Glaser & Seymour Chwast			0	artista
a.2978	Modern Mamboys			0	artista
a.2979	Mónica Calderón			0	artista
a.2980	Mónica de Llano			0	artista
a.2981	Monica Meira			0	artista
a.2982	More'H			0	artista
a.2983	Nadia Granados			0	artista
a.2984	Nahúm B. Zenil			0	artista
a.2985	Nair Benedicto			0	artista
a.2986	Nairy Baghramian			0	artista
a.2987	Nan Goldin			0	artista
a.2988	Nancy Wilson Pajic			0	artista
a.2989	Nasan Tur			0	artista
a.2990	Natalia Castañeda			0	artista
a.2991	Natalia Correa			0	artista
a.2992	Natalia Pipicano			0	artista
a.2993	Natalia Santa			0	artista
a.2994	Nathalie Spitia			0	artista
a.2995	Nelson Guzmán			0	artista
a.2996	Nestor Franco aka Bagual			0	artista
a.2997	Nestor Gutiérrez			0	artista
a.2998	Nicholás Buenaventura			0	artista
a.2999	Nicolás Cadavid			0	artista
a.3000	Nicolás González			0	artista
a.3001	Nicolás Leguizamón			0	artista
a.3002	Nicolás Moreno			0	artista
a.3003	Nini Bautista			0	artista
a.3004	Nini Johana			0	artista
a.3005	Nora Schultz			0	artista
a.3006	NU			0	artista
a.3007	Nuria Quevedo			0	artista
a.3008	Omaira Abadía			0	artista
a.3009	Ómar Carreño			0	artista
a.3010	Orgun Wagua			0	artista
a.3011	Orlando Rojas			0	artista
a.3012	Óscar Castellanos			0	artista
a.3013	Óscar Leone			0	artista
a.3014	Oscar Narvaez			0	artista
a.3015	Oscar Salzar			0	artista
a.3016	Oskar Kokoschka			0	artista
a.3017	Pablo Besse			0	artista
a.3018	Paola Tafur			0	artista
a.3019	Parménides Meneses Anganoy			0	artista
a.3020	Pastaza León			0	artista
a.3021	Patricia Ayala			0	artista
a.3022	Patricia Mariaca			0	artista
a.3023	Patricia Vega			0	artista
a.3024	Patricia Verón			0	artista
a.3025	Patrick Caulfield			0	artista
a.3026	Patty Elvira			0	artista
a.3027	Paul Arias Silvia			0	artista
a.3028	Paulo Licona			0	artista
a.3029	Pedro Rivera			0	artista
a.3030	Peter Gee			0	artista
a.3031	Peter Max			0	artista
a.3032	Peter Phillips			0	artista
a.3033	Peter Sedgley			0	artista
a.3034	Philippe Starck			0	artista
a.3035	Pierre Pinoncelli			0	artista
a.3036	Pilar Flores			0	artista
a.3037	Power Paola			0	artista
a.3038	Powerpaola			0	artista
a.3039	Precarius Tecnológicus			0	artista
a.3040	Prins Martjin			0	artista
a.3041	Proyecto Dies			0	artista
a.3042	Proyecto Medusa			0	artista
a.3043	Radi			0	artista
a.3044	Rafael Alvarez Salas			0	artista
a.3045	Rafael Borrero Vergara			0	artista
a.3046	Raimond Chaves			0	artista
a.3047	Rainer Herold			0	artista
a.3048	Raúl Anguiano			0	artista
a.3049	Raúl Fernández Calleja			0	artista
a.3050	Rembrandt			0	artista
a.3051	Rened Varona			0	artista
a.3052	Ricardo Acevedo Bernal			0	artista
a.3053	Ricardo Antonio Ruiz			0	artista
a.3054	Ricardo Martínez			0	artista
a.3055	Richard Bravo			0	artista
a.3056	Richard Hamilton			0	artista
a.3057	Richard Linder			0	artista
a.3058	Richard P. Lohse & Marlene Bruber			0	artista
a.3059	Rina Lazo			0	artista
a.3060	Robert Friedmann			0	artista
a.3061	Robert Gretczko & Charles Zimmerman			0	artista
a.3062	Roberto Valcarcel			0	artista
a.3063	Robyn Denny			0	artista
a.3064	Rodolfo Morales			0	artista
a.3065	Rogelio Salmona			0	artista
a.3066	Rolf Muenzner			0	artista
a.3067	Roman Cieslewicz			0	artista
a.3068	Rosa Sanin Sader			0	artista
a.3069	Rosario López			0	artista
a.3070	Rosemarie Gleiser			0	artista
a.3071	Rubén Mendoza			0	artista
a.3072	Ruth Bessoudo			0	artista
a.3073	Samuel Bohórquez			0	artista
a.3074	Sandra Patricia Navia			0	artista
a.3075	Santiago Caicedo			0	artista
a.3076	Santiago Escobar			0	artista
a.3077	Santiago Harker			0	artista
a.3078	Santiago Leal			0	artista
a.3079	Santiago Osorio Medina			0	artista
a.3080	Santiago Rebolledo			0	artista
a.3081	Santiago Uribe Olguin			0	artista
a.3082	Saul Bass			4	artista
a.3083	Saul Steinberg			0	artista
a.3084	Schulz-Neudamm			0	artista
a.3085	Sebastián			0	artista
a.3086	Sebastián Fierro			0	artista
a.3087	Sebastián Martínez			0	artista
a.3088	Sergio Andrés Zapata			0	artista
a.3089	Sergio Bartelsman			0	artista
a.3090	Sergio Hernández			0	artista
a.3091	Sergio Luis Cerón Muñoz			0	artista
a.3092	Sergio Vélez			0	artista
a.3093	Sergio Zapata			0	artista
a.3094	Silvie Boutiq			0	artista
a.3095	Simón Hernandez			0	artista
a.3096	Stephanie López			0	artista
a.3097	Steven Andrés Ruiz Bello.			0	artista
a.3098	Stinkfish			0	artista
a.3099	Susana Casarin			0	artista
a.3100	Tabara R.			0	artista
a.3101	Taco F.			0	artista
a.3102	Tadanori Yokoo.			0	artista
a.3103	Tatiana Acevedo			0	artista
a.3104	Tatiana Montoya			0	artista
a.3105	Tess Jaray			0	artista
a.3106	Theophile Steinlen			0	artista
a.3107	Tino Sehgal			0	artista
a.3108	Tomás López Rocha Ulises Licea			0	artista
a.3109	Trueba Arenas			0	artista
a.3110	Tupac Cruz			0	artista
a.3111	Typozon			0	artista
a.3112	Valencia J.			0	artista
a.3113	Vanessa Sandoval			0	artista
a.3114	Varios			0	artista
a.3115	Verónica Lehner			0	artista
a.3116	Vicente Martin			0	artista
a.3117	Victor Albarracín			0	artista
a.3118	Victor Gaviria			0	artista
a.3119	Víctor Rodriguez			0	artista
a.3120	Violeta Ospina			0	artista
a.3121	Viteri Oswaldo			0	artista
a.3122	Volker Stelzmann			0	artista
a.3123	Walter Dexel			0	artista
a.3124	Wi llem DE Kooning			0	artista
a.3125	Wilger Sotelo			0	artista
a.3126	Wilhelm Rudolph			0	artista
a.3127	Willi Sitte			0	artista
a.3128	William Bahos			0	artista
a.3129	William Narváez			0	artista
a.3130	Wilson Díaz & Juan Mejía			1	artista
a.3131	Wim Crouwel			0	artista
a.3132	Wolfgang Mattheuer			0	artista
a.3133	Ximena Díaz			0	artista
a.3134	Yang Fudong			0	artista
a.3135	Yeison Riascos			0	artista
a.3136	Yezid Campos			0	artista
a.3137	Yolanda Andrade			0	artista
a.3138	Yolanda Chois			0	artista
a.3139	Yorgos Sapountzis			0	artista
a.3140	Yuki Onodéra			0	artista
a.3141	Yuri Forero			0	artista
a.3142	Yury Hernando Forero			0	artista
a.3143	Yuya González del Real.			0	artista
a.3144	yuyanapaq			0	artista
a.3279	Miguel Melcon			0	artista
a.3280	Juan Genovés			0	artista
a.3281	evansandwong			0	artista
c.100	María de la Paz Jaramillo	1948	persona	Colombia	curador
c.8	Álvaro Barrios		persona	Colombia	curador
c.119	Óscar Muñoz	1951	persona	Colombia	curador
c.110	Miguel Ángel Rojas		persona	Colombia	curador
c.83	José Horacio Martínez	1961	persona	Colombia	curador
c.94	Lucas Ospina	1971	persona	Colombia	curador
c.93	Leonardo Herrera		persona	Colombia	curador
c.44	Elías Heim	1966	persona	Colombia	curador
c.12	Ana Tiscornia		persona	Uruguay	curador
c.125	Pierre Keller		persona	Suiza	curador
c.87	Juan Mejía	1966	persona	Norteamericana	curador
c.6	Alberto Sierra		persona	Colombia	curador
c.144	Wilson Díaz	1963	persona	Colombia	curador
c.22	Bernardo Ortiz		persona		curador
c.14	Andrés Fresneda		persona		curador
c.9	Álvaro Medina		persona		curador
c.82	José Alejandro Restrepo		persona		curador
c.88	Juan Pablo Fajardo		persona		curador
c.133	Sergio Trujillo Jaramillo		persona		curador
c.134	Soffy Arboleda de Vega		persona		curador
c.106	María Sol Barón		persona		curador
c.24	Camilo Ordóñez Robayo		persona		curador
c.23	Breyner Huertas		persona		curador
c.31	Carlos Tamayo		persona		curador
c.46	Éricka Flórez		persona		curador
c.68	Herlyng Ferla		persona		curador
c.69	Hermann Yusty		persona		curador
c.96	Luis Ricaurte		persona		curador
c.147	Yolanda Chois		persona		curador
c.35	Circular presents :Daniel Tejada & Sergio Zapata & David León & Adrián Gaitán		colectivo		curador
c.67	Helena Producciones		colectivo		curador
c.137	Un Lugar de la Plastica		colectivo		curador
c.19	Asociación Francesa de Acción Artística		organizacion		curador
c.34	Cinemateca de Berlín		organizacion		curador
c.38	Departamento de Artes Visuales del Ministerio de Cultura		organizacion		curador
c.40	Dirección de Patrimonio del Ministerio de Cultura		organizacion		curador
c.41	Doc Desing		organizacion		curador
c.47	Escuela Especial de Arquitectura/ESAP		organizacion		curador
c.49	Exposición realizada en el marco de PhotoCali 2007		organizacion		curador
c.54	Fundación MAPFRE		organizacion		curador
c.55	Fundación Rogelio Salmona		organizacion		curador
c.56	Galería de Francony de París		organizacion		curador
c.57	Galería Deimos de Bogotá		organizacion		curador
c.70	Instituto de Cultura Puertoriqueño		organizacion		curador
c.71	Instituto Tamarind de EE.UU.		organizacion		curador
c.72	Intituto Smithsonian de EE.UU.		organizacion		curador
c.113	Museo Beth Hatefutsoth		organizacion		curador
c.114	Museo de Francia		organizacion		curador
c.115	Museo Nacional de Ciencia y Tecnología de Canadá		organizacion		curador
c.116	Museo Nacional de Colombia		organizacion		curador
c.127	Propal S.A.		organizacion		curador
c.1	Abraham Restrepo		persona		curador
c.2	Acklyn Lynch		persona		curador
c.3	Alberto Moreno		persona		curador
c.4	Alberto Pérez		persona		curador
c.5	Alberto Quiroga		persona		curador
c.7	Alejandro Martín Maldonado		persona		curador
c.10	Ana María Lozano		persona		curador
c.11	Ana Sokoloff		persona		curador
c.13	Andrés Casanova		persona		curador
c.15	Andrés Pardo		persona		curador
c.16	Ángela Gómez Cely		persona		curador
c.17	Ángela Osorio		persona		curador
c.18	Angelika Stepken		persona		curador
c.20	Bélgica Rodríguez		persona		curador
c.21	Bengt Oldenburg		persona		curador
c.25	Carlos Arturo Fernández		persona		curador
c.26	Carlos Betancourt		persona		curador
c.27	Carlos Botero		persona		curador
c.28	Carlos Jiménez		persona		curador
c.29	Carlos Niño Murcia		persona		curador
c.30	Carlos Quintero		persona		curador
c.32	Carolina Ponce de León		persona		curador
c.33	Carolina Vanegas		persona		curador
c.36	Cristo Hoyos		persona		curador
c.37	Darío Ruiz		persona		curador
c.39	Diego L. Arango G.		persona		curador
c.42	Ed Love		persona		curador
c.43	Eduardo Serrano		persona		curador
c.45	Elkin Calderón		persona		curador
c.48	Eugenio Jaramillo		persona		curador
c.50	Federico Morais		persona		curador
c.51	Fiorella Gómez-Silva		persona		curador
c.52	Francisco Ramírez Potes		persona		curador
c.53	Franz Bader		persona		curador
c.58	George Smiths		persona		curador
c.59	Gérard Georges		persona		curador
c.60	Gerhnard Schack		persona		curador
c.61	Germán García		persona		curador
c.62	German Patiño		persona		curador
c.63	Germán Rubiano Caballero		persona		curador
c.64	Giancarlo Parodi		persona		curador
c.65	Gloria Delgado Restrepo		persona		curador
c.66	Guillermo Vanegas		persona		curador
c.73	Isabelle de Montfumat		persona		curador
c.74	Jaime Cerón		persona		curador
c.75	Jaime Tamayo		persona		curador
c.76	Javier Gil		persona		curador
c.77	Javier Mejía		persona		curador
c.78	Jenny Vilá		persona		curador
c.79	John Philips		persona		curador
c.80	Jorge Glusberg		persona		curador
c.81	Jorge Jaramillo		persona		curador
c.84	José Roca		persona		curador
c.85	José Ruiz		persona		curador
c.86	Juan Alberto Gaviria		persona		curador
c.89	Juan Rodríguez Varón		persona		curador
c.90	Juan Sebastián Ramirez		persona		curador
c.91	Laura Jiménez		persona		curador
c.92	Laura Puerta		persona		curador
c.95	Luis Ángel Parra		persona		curador
c.97	Marc Berkowitz		persona		curador
c.98	Marc Sagaert		persona		curador
c.99	María Claudia Parias		persona		curador
c.101	María Elvira Iriarte		persona		curador
c.102	María Fernanda Domínguez		persona		curador
c.103	María Inés Rodríguez		persona		curador
c.104	María Iovino		persona		curador
c.105	María Margarita Jiménez		persona		curador
c.107	María Teresa Guerrero		persona		curador
c.108	María Wills		persona		curador
c.109	Marta Traba		persona		curador
c.111	Miguel González		persona		curador
c.112	Monica Castillo		persona		curador
c.117	Nancy A. Corwing		persona		curador
c.118	Nathalia Azuero		persona		curador
c.120	Oscar Roldán-Alzate		persona		curador
c.121	Pablo Neruda		persona		curador
c.122	Philipp Ziegler		persona		curador
c.123	Piedad Casas de Ballesteros		persona		curador
c.124	Pierre Courcelles		persona		curador
c.126	Pieter Bos		persona		curador
c.128	Rafael Pérez y Pérez		persona		curador
c.129	Riccardo Giacconi		persona		curador
c.130	Rosa Perales Piqueres		persona		curador
c.131	Santiago Samper Trainer		persona		curador
c.132	Sebastián Ramírez		persona		curador
c.135	Sylvan Cole		persona		curador
c.136	Talila Greenberg		persona		curador
c.138	Verónica Wiman		persona		curador
c.139	Víctor Alcalde		persona		curador
c.140	Victoria Noorthoorn		persona		curador
c.141	Waldemar Sommer		persona		curador
c.142	William Contreras Alfonso		persona		curador
c.143	Willim Harris		persona		curador
c.145	Winston Kennedy		persona		curador
c.146	Yohanna Roa		persona		curador
