id_nodo	nombre_nodo	ano_apa	subclass	attr	class_nodo
a.1293	Leo Leonni			0	artista
a.1294	Leo Matiz			0	artista
a.1295	Leo NathanielHicks			0	artista
a.1296	Leitón Rodríguez			0	artista
a.1297	Leibe Liscano			0	artista
a.1298	Lee Mullican			0	artista
a.1299	Leda Watson			0	artista
a.1300	Leandro Velasco			0	artista
a.1301	Le Gac			0	artista
a.1302	lazid Thame			0	artista
a.1303	Laurie Hall			0	artista
a.1304	Laszio Meitner			0	artista
a.1305	Lasar Segall			0	artista
a.1306	Larry Brown			0	artista
a.1307	Lance Wyman			0	artista
a.1308	Lalo Borja			0	artista
a.1309	Kurt Blum			0	artista
a.1310	Kurt Wyss			0	artista
a.1311	Kunito Nagaoka			0	artista
a.1312	Kristian Gavoile			0	artista
a.1313	Konrad Klapheck			0	artista
a.1314	Klavdij Tutta			0	artista
a.1315	Kim Mansera			0	artista
a.1316	Kenso Okada			0	artista
a.1317	Kenneth Armitage			0	artista
a.1318	Kenneth Caplan			0	artista
a.1319	Kenneth Hale			0	artista
a.1320	Kenneth Lochhead			0	artista
a.1321	Kenjilao Nanao			0	artista
a.1322	Ken Damby			0	artista
a.1323	Kay Yee			0	artista
a.1324	Kathryn Klingensmith			0	artista
a.1325	Katherine Wesphal			0	artista
a.1326	Karl Schrag			0	artista
a.1327	Karen Cock			0	artista
a.1328	Karen Zorich			0	artista
a.1329	Juvenal Ravelo			0	artista
a.1330	Juri Josa			0	artista
a.1331	Jurg Klages			0	artista
a.1332	June Jasen			0	artista
a.1333	June Wayne			0	artista
a.1334	Julio Abril			0	artista
a.1335	Julio Camino			0	artista
a.1336	Julio Castillo			0	artista
a.1337	Julio Galán			0	artista
a.1338	Julio Larraz			0	artista
a.1339	Julie Shaw			0	artista
a.1340	Juliana Anzellini			0	artista
a.1341	Julián Castellanos	1944	Colombia	0	artista
a.1342	Julián Usandizaga			0	artista
a.1343	Julia Navarrete			0	artista
a.1344	Jules Bonnet			0	artista
a.1345	Jug Andermatt			0	artista
a.1346	Judith Poxson			0	artista
a.1347	Judith Ubick			0	artista
a.1348	Juanita Pérez			0	artista
a.1349	Juanit Cribb			0	artista
a.1350	Juana Méndez			0	artista
a.1351	Juana Salcedo			0	artista
a.1352	Juan Barjola			0	artista
a.1353	Juan Bordalejo			0	artista
a.1354	Juan Downey			0	artista
a.1355	Juan Esnard			0	artista
a.1356	JUan Genovés			0	artista
a.1357	Juan Gómez			0	artista
a.1358	Juan Gris			0	artista
a.1359	Juan Lecuona			0	artista
a.1360	Juan Melo			0	artista
a.1361	Juan Moreira			0	artista
a.1362	Juan Santana			0	artista
a.1363	Joze Spacal			0	artista
a.1364	Joyce Lamassone			0	artista
a.1365	Joyce Scott			0	artista
a.1366	Joyce Treiman			0	artista
a.1367	Joyce Wieland			0	artista
a.1368	Joseph Almyda			0	artista
a.1369	Joseph Cornell			0	artista
a.1370	Joseph Hirsch			0	artista
a.1371	Joseph Kashetsky			0	artista
a.1372	Joseph Low			0	artista
a.1373	Josep Monjalés			0	artista
a.1374	Josef-Ludwing Taeschler			0	artista
a.1375	Josef Bischolberger			0	artista
a.1376	Josef Dahinden			0	artista
a.1377	José Acevedo			0	artista
a.1378	José Alicea			0	artista
a.1379	José Bedia			0	artista
a.1380	José Bracamonte			0	artista
a.1381	José Braz			0	artista
a.1382	José Caballero			0	artista
a.1383	José Ceballos			0	artista
a.1384	José Claroz			0	artista
a.1385	José Gómez			0	artista
a.1386	José Granco			0	artista
a.1387	José Guinovart			0	artista
a.1388	José Hernández	1944	Español	0	artista
a.1389	José Kattan			0	artista
a.1390	José Lamiel			0	artista
a.1391	José Rosa			0	artista
a.1392	José Tola			0	artista
a.1393	Jorge Álvaro			0	artista
a.1394	Jorge Arriaga			0	artista
a.1395	Jorge Bachmann			0	artista
a.1396	Jorge Canale			0	artista
a.1397	Jorge Demirjian			0	artista
a.1398	Jorge Drosten		Colombia	0	artista
a.1399	Jorge Fornes			0	artista
a.1400	Jorge Madriñán			0	artista
a.1401	Jorge Montealegre			0	artista
a.1402	Jorge Morán			0	artista
a.1403	Jorge Ortiz			0	artista
a.1404	Jorge Páez			0	artista
a.1405	Jorge Peña			0	artista
a.1406	Jorge Posada			0	artista
a.1407	Jorge Reyes			0	artista
a.1408	Jorge Robelo			0	artista
a.1409	Jorge Rocha			0	artista
a.1410	Jorge Stever			0	artista
a.1411	Jorge Torres			0	artista
a.1412	Jorge Valencia			0	artista
a.1413	Jorge Yazpik			0	artista
a.1414	Jorg Sasse			0	artista
a.1415	Jonier Muñoz			0	artista
a.1416	Jon Carsman			0	artista
a.1417	John Esler			0	artista
a.1418	John Loring			0	artista
a.1419	John Manning			0	artista
a.1420	John McQueen			0	artista
a.1421	John Ross			0	artista
a.1422	John Scott			0	artista
a.1423	Johannes Bruell			0	artista
a.1424	Johannes Itten			0	artista
a.1425	Johannes Meiner			0	artista
a.1426	Johann-Baptiste Taeschler			0	artista
a.1427	Joe Delgado			0	artista
a.1428	Joaquín Torres-García			0	artista
a.1429	Joan Livingstone			0	artista
a.1430	Joan Miró			0	artista
a.1431	Jo Manning			0	artista
a.1432	Jimena Rueda			0	artista
a.1433	Jim Fannkugen	1976	Colombiana	0	artista
a.1434	Jim Nawara			0	artista
a.1435	Jesús Soto			0	artista
a.1436	Jesn Dubuffet			0	artista
a.1437	Jerome Brézillon			0	artista
a.1438	Jeffrey Krolik			0	artista
a.1439	Jeff Donaldson			0	artista
a.1440	Jeannse Keefer			0	artista
a.1441	Jeanette Ahlgren			0	artista
a.1442	Jean-Pierre Maurer			0	artista
a.1443	Jean-Christoph Ballot			0	artista
a.1444	Jean Arp			0	artista
a.1445	Jean Carlu			0	artista
a.1446	Jean Helion			0	artista
a.1447	Jean Mohr			0	artista
a.1448	Jean Noel			0	artista
a.1449	Javier Barrios			0	artista
a.1450	Javier Suárez			0	artista
a.1451	Javacheff Christo			0	artista
a.1452	Jasper Johns			0	artista
a.1453	Jasper Morrison			0	artista
a.1454	Janez Boljka			0	artista
a.1455	Janeth Blanco	1970	Colombiana	0	artista
a.1456	Jan Palmer			0	artista
a.1457	Jan Stüssy			0	artista
a.1458	Jan Toorop			0	artista
a.1459	Jan Tschichold			0	artista
a.1460	Jan Voss			0	artista
a.1461	James Bennett			0	artista
a.1462	James Davis			0	artista
a.1463	James Gill			0	artista
a.1464	James Havard			0	artista
a.1465	James McGarrell			0	artista
a.1466	James Miho			0	artista
a.1467	James Rosenquist			0	artista
a.1468	James Strombotne			0	artista
a.1469	James Wells			0	artista
a.1470	Jakov Djuricic			0	artista
a.1471	Jakob Gwinner			0	artista
a.1472	Jakob Hoflinger			0	artista
a.1473	Jakob Tuggener			0	artista
a.1474	Jairo Guerrero			0	artista
a.1475	Jairo Mejía			0	artista
a.1476	Jairo Upegui			0	artista
a.1477	Jair Glass			0	artista
a.1478	Jaime Arango			0	artista
a.1479	Jaime Ardila			0	artista
a.1480	Jaime Cárdenas	1946	Colombiana	0	artista
a.1481	Jaime Mendoza			0	artista
a.1482	Jaime Román			0	artista
a.1483	Jaime Romano			0	artista
a.1484	Jaime Sáenz			0	artista
a.1485	Jadir Freire			0	artista
a.1486	Jacques Nathan			0	artista
a.1487	Jacqueline Leirner			0	artista
a.1488	Jacob Landau			0	artista
a.1489	Jacob Lawrence			0	artista
a.1490	Jack Metzger			0	artista
a.1491	Jack Youngerman			0	artista
a.1492	J. Borges			0	artista
a.1493	Iwan Schumacher			0	artista
a.1494	Ivy Ross			0	artista
a.1495	Ivone Couto			0	artista
a.1496	Ivanka Drufovka			0	artista
a.1497	Iván González			0	artista
a.1498	Ivan Chermayeff			0	artista
a.1499	Ivan Eyre			0	artista
a.1500	Ivan Freitas			0	artista
a.1501	Italo Scanga			0	artista
a.1502	Ismael Añez			0	artista
a.1503	Ismael Frigerio			0	artista
a.1504	Isidro Ferrer			0	artista
a.1505	Isabel Arroyo	1958	Colombiana	0	artista
a.1506	Isabel Easton			0	artista
a.1507	Isabel Gimeno			0	artista
a.1508	Isabel Pons			0	artista
a.1509	Irene Redd			0	artista
a.1510	Ilse Gordon			0	artista
a.1511	Ikeda Masuo			0	artista
a.1512	Hysni Krasnici			0	artista
a.1513	Humberto Aquino			0	artista
a.1514	Hugo Baptista			0	artista
a.1515	Hugo Florián			0	artista
a.1516	Hugo Herdeg			0	artista
a.1517	Hugo Rivera			0	artista
a.1518	Hugo Rojas			0	artista
a.1519	Hsiao Chin			0	artista
a.1520	Horst Antes			0	artista
a.1521	Horst Janssen			0	artista
a.1522	Honore Sharrer			0	artista
a.1523	Hilla Becher			0	artista
a.1524	Hery Wolf			0	artista
a.1525	Hernando Cárdenas Valencia			0	artista
a.1526	Hernando Guerrero			0	artista
a.1527	Hernando Hoyos			0	artista
a.1528	Hernando Lemaitre			0	artista
a.1529	Hernando Salazar			0	artista
a.1530	Hernando Vallderruten			0	artista
a.1531	Hernán Dompé			0	artista
a.1532	Hernán Lozano			0	artista
a.1533	Hernán Muñoz			0	artista
a.1534	Hernán Pazos			0	artista
a.1535	Hernán Uribe			0	artista
a.1536	Hermenegildo Sabat			0	artista
a.1537	Hermann Stauder			0	artista
a.1538	Herbert Matter			0	artista
a.1539	Herbert Oehm			0	artista
a.1540	Henry Bermúdez			0	artista
a.1541	Henry Cliffe			0	artista
a.1542	Henry Dunsmore			0	artista
a.1543	Henry Lobo			0	artista
a.1544	Henry Moore			0	artista
a.1545	Henriette Grindat			0	artista
a.1546	Henri Laurens			0	artista
a.1547	Henri Matisse			0	artista
a.1548	Helmunt Federle			0	artista
a.1549	Helen Banes			0	artista
a.1550	Helen Frankenthaler			0	artista
a.1551	Helen Shirk			0	artista
a.1552	Heinz-Dieter Finck			0	artista
a.1553	Heinz Guggenbuhl			0	artista
a.1554	Heinz Hebeisen			0	artista
a.1555	Heinz Mack			0	artista
a.1556	Heiner Kielholz			0	artista
a.1557	Héctor Castro			0	artista
a.1558	Héctor Labrada			0	artista
a.1559	Hebert Bayer			0	artista
a.1560	Hazard Durfee			0	artista
a.1561	Harry Kiyooka			0	artista
a.1562	Harry Lieberman			0	artista
a.1563	Harold Klunder			0	artista
a.1564	Harold Otero			0	artista
a.1565	Harmony Hammond			0	artista
a.1566	Hans Blohm			0	artista
a.1567	Hans Dossenbach			0	artista
a.1568	Hans Erni			0	artista
a.1569	Hans Feuer			0	artista
a.1570	Hans Finsler			0	artista
a.1571	Hans Krebs			0	artista
a.1572	Hans Laaps			0	artista
a.1573	Hans Schapfler			0	artista
a.1574	Hans Staub			0	artista
a.1575	Hans Weyermann			0	artista
a.1576	Hannah Doeleman			0	artista
a.1577	Hanna Villiger			0	artista
a.1578	Gyorgy Kepes			0	artista
a.1579	Gyongy Laky			0	artista
a.1580	Gustavo Espinosa			0	artista
a.1581	Gustavo Hansson			0	artista
a.1582	Gustavo Jaramillo			0	artista
a.1583	Gustavo Quintero			0	artista
a.1584	Gustavo Sorzano			0	artista
a.1585	Günther Uecker			0	artista
a.1586	Günter Fruhtrunk			0	artista
a.1587	Guita Charifker			0	artista
a.1588	Guillermo Conte			0	artista
a.1589	Guillermo Duarte			0	artista
a.1590	Guillermo Franco			0	artista
a.1591	Guillermo Kuitca			0	artista
a.1592	Guillermo Marín	1968 ó 1970	Colombiana	0	artista
a.1593	Guillermo Melo			0	artista
a.1594	Guillermo Restrepo			0	artista
a.1595	Guillermo Silva			0	artista
a.1596	Guevara Moreno			0	artista
a.1597	Guen Inokuma			0	artista
a.1598	Grupo Semefo			0	artista
a.1599	Grimaldo Romero			0	artista
a.1600	Gretchen Klunder-Raber			0	artista
a.1601	Grégoire Korganow			0	artista
a.1602	Graham Coughtry			0	artista
a.1603	Graham Sutherland			0	artista
a.1604	Gotthard Schuh			0	artista
a.1605	Gordon Rayner			0	artista
a.1606	Gonzalo Posada			0	artista
a.1607	Gómez Pulido			0	artista
a.1608	Goebel Weyne			0	artista
a.1609	Gloria Elliot			0	artista
a.1610	Gloria Escobar			0	artista
a.1611	Gloria Posada			0	artista
a.1612	Gladys Afamado			0	artista
a.1613	Gladys Barney			0	artista
a.1614	Giovanni Millán			0	artista
a.1615	Giovanni Pintori			0	artista
a.1616	Gino Pedroli			0	artista
a.1617	Gina Lopez			0	artista
a.1618	Gilvan Samico			0	artista
a.1619	Gilberto Aceves			0	artista
a.1620	Gilberto Frometa			0	artista
a.1621	Gilberto Parra			0	artista
a.1622	Gilberto Torrealba			0	artista
a.1623	Gil Imana			0	artista
a.1624	Gianfranco Galante			0	artista
a.1625	Giancarlo Puppo			0	artista
a.1626	Gette			0	artista
a.1627	Gerty Sarue			0	artista
a.1628	Gertrude Fehr			0	artista
a.1629	Gertrud Duby-Muller			0	artista
a.1630	Gert-Jan Bartelsman			0	artista
a.1631	Gernot Bubenik			0	artista
a.1632	Germán Aristizábal			0	artista
a.1633	Germán Botero			0	artista
a.1634	Germán Chaparro			0	artista
a.1635	Germán Montalvo			0	artista
a.1636	Germán Páez			0	artista
a.1637	Germán Tellez			0	artista
a.1638	German Braun			0	artista
a.1639	Gerd Leufert			0	artista
a.1640	Gerardo Aragón			0	artista
a.1641	Gerardo Caballero			0	artista
a.1642	Gerardo Negret			0	artista
a.1643	Gerardo Reyes			0	artista
a.1644	Gerardo Rueda			0	artista
a.1645	Georges Rouault			0	artista
a.1646	George Giusti			0	artista
a.1647	George Miyasaki			0	artista
a.1648	George Ortman			0	artista
a.1649	George Smith			0	artista
a.1650	Georg Gerster			0	artista
a.1651	Geoffrey Clarke			0	artista
a.1652	Gene Federico			0	artista
a.1653	Gene Pijanowski			0	artista
a.1654	Gathie Falk			0	artista
a.1655	Gastón Betelli			0	artista
a.1656	Gaspard-Félix Tournachon			0	artista
a.1657	Garry Griffin			0	artista
a.1658	Gail Gash			0	artista
a.1659	Gael Stack			0	artista
a.1660	Gabriela Pacific			0	artista
a.1661	Gabriel Grendene			0	artista
a.1662	Gabriel Ramírez			0	artista
a.1663	Gabriel Suárez			0	artista
a.1664	G. Klutsis			0	artista
a.1665	Fritz Kothe			0	artista
a.1666	Friedrich Kressmann			0	artista
a.1667	Friederich Meckseper			0	artista
a.1668	Fredy Serna			0	artista
a.1669	Freddy Colorado			0	artista
a.1670	Freda Sargent			0	artista
a.1671	Fred Boissonnas			0	artista
a.1672	Fred Mayer			0	artista
a.1673	Fred Troller			0	artista
a.1674	Fred Waldvogen			0	artista
a.1675	Fred Woell			0	artista
a.1676	Franziska Mollinger			0	artista
a.1677	Franz Henn			0	artista
a.1678	Frank Romero			0	artista
a.1679	Frank Stella			0	artista
a.1680	Francisco Antigua			0	artista
a.1681	Francisco Cárdenas			0	artista
a.1682	Francisco Dosamantas			0	artista
a.1683	Francisco Espinoza			0	artista
a.1684	Francisco Fernández			0	artista
a.1685	Francisco Gallardo			0	artista
a.1686	Francisco Gámez			0	artista
a.1687	Francisco Jung			0	artista
a.1688	Francisco López			0	artista
a.1689	Francisco Piñeros			0	artista
a.1690	Francisco Quilici			0	artista
a.1691	Francisco Ramírez			0	artista
a.1692	Francisco Redondo			0	artista
a.1693	Francisco Restrepo			0	artista
a.1694	Francisco Rodríguez			0	artista
a.1695	Francisco Salazar			0	artista
a.1696	Francisca Sutil			0	artista
a.1697	Francesca Bellini			0	artista
a.1698	Frances Myers			0	artista
a.1699	Florise Herbez			0	artista
a.1700	Florencia Vélez			0	artista
a.1701	Florecen Bezrutczyk			0	artista
a.1702	Flora Golberg			0	artista
a.1703	Filomeno Hernández			0	artista
a.1704	Ferney Shambo			0	artista
a.1705	Fernando Abella			0	artista
a.1706	Fernando Acosta			0	artista
a.1707	Fernando Cruz			0	artista
a.1708	Fernando Devis			0	artista
a.1709	Fernando Duval			0	artista
a.1710	Fernando Fazzolari			0	artista
a.1711	Fernando García			0	artista
a.1712	Fernando Hidalgo	1971	Colombiana	0	artista
a.1713	Fernando Maldonado			0	artista
a.1714	Fernando Uhía	1967	Colombiana	0	artista
a.1715	Fernando Undurraga			0	artista
a.1716	Fernand Bergeron			0	artista
a.1717	Fernand Léger			0	artista
a.1718	Ferdinand Kriwet			0	artista
a.1719	Félix Domingo			0	artista
a.1720	Félix Perdomo			0	artista
a.1721	Felipe Arbeláez			0	artista
a.1722	Felipe Herrera			0	artista
a.1723	Felipe Orlando			0	artista
a.1724	Felipe Salazar			0	artista
a.1725	Feliks Topolsky			0	artista
a.1726	Federman Contreras			0	artista
a.1727	Fayga Ostrower			0	artista
a.1728	Fay Medina			0	artista
a.1729	Fánor León			0	artista
a.1730	Fánor Satizábal			0	artista
a.1731	Fanny Buitrago			0	artista
a.1732	Fanny Finkelman			0	artista
a.1733	Fabrizio Plessi			0	artista
a.1734	Fabio Lozano			0	artista
a.1735	Fabio Rodríguez			0	artista
a.1736	Fabio Valencia			0	artista
a.1737	Expedito			0	artista
a.1738	Exaltación Casavilca			0	artista
a.1739	Evelio Lecour			0	artista
a.1740	Evelia Medina			0	artista
a.1741	Evansandwong			0	artista
a.1742	Eugenio Espinoza			0	artista
a.1743	Eugenio Sanchez			0	artista
a.1744	Eugenio Téllez			0	artista
a.1745	Ethel Gilmour			0	artista
a.1746	Esvaldo Monzo			0	artista
a.1747	Estudio Canovas			0	artista
a.1748	Estudio Shakespear			0	artista
a.1749	Estuardo Maldonado			0	artista
a.1750	Estrella Murillo	1972	Colombiana	0	artista
a.1751	Esther Peck			0	artista
a.1752	Esther Vainstein			0	artista
a.1753	Esteban Villa	1962	Colombiana	0	artista
a.1754	Esperanza Barroso			0	artista
a.1755	Erwan Bouroullec			0	artista
a.1756	Ernst Heiniger			0	artista
a.1757	Ernst Link			0	artista
a.1758	Ernst Scheidegger			0	artista
a.1759	Ernesto Deira			0	artista
a.1760	Ernesto Fontesilla			0	artista
a.1761	Ernesto Lehfeld			0	artista
a.1762	Ernesto Muñoz			0	artista
a.1763	Ernesto Restrepo			0	artista
a.1764	Ernesto Torres			0	artista
a.1765	Ernest Bloch			0	artista
a.1766	Ernest Roch			0	artista
a.1767	Érika Diettes	1978	Colombiana	0	artista
a.1768	Eric Hilton			0	artista
a.1769	Erberto Carboni			0	artista
a.1770	Erazo			0	artista
a.1771	Enrique Castrocid			0	artista
a.1772	Enrique Hernández			0	artista
a.1773	Enrique Jaramillo			0	artista
a.1774	Enrique Moret			0	artista
a.1775	Enrique Toroja			0	artista
a.1776	Enrique Wallenberg			0	artista
a.1777	Eneias			0	artista
a.1778	Emily Dubois			0	artista
a.1779	Emilio Ambasz			0	artista
a.1780	Emilio Tadini			0	artista
a.1781	Emil Goetz			0	artista
a.1782	Emil Schulthess			0	artista
a.1783	Emil Spuhler			0	artista
a.1784	Emel Meneses			0	artista
a.1785	Elsa Gramcko			0	artista
a.1786	Ellworth Kelly			0	artista
a.1787	Ellen Dimsdale			0	artista
a.1788	Ellen Martan			0	artista
a.1789	Ellen Reiben			0	artista
a.1790	Ella Maillard			0	artista
a.1791	Elizabeth Aro			0	artista
a.1792	Elizabeth Garrison			0	artista
a.1793	Elizabeth Torres			0	artista
a.1794	Elio Berhanyer			0	artista
a.1795	Eliana Pérez			0	artista
a.1796	Elena Mogollón			0	artista
a.1797	Eldzier Cortor			0	artista
a.1798	Eladio Vélez			0	artista
a.1799	El Lissitzky			0	artista
a.1800	Efraín Cardenas			0	artista
a.1801	Efraín García			0	artista
a.1802	Efraín Plested			0	artista
a.1803	Eegyvudluk			0	artista
a.1804	Edward  Ruscha			0	artista
a.1805	Edward Penfield			0	artista
a.1806	Edurdo Paolozzi			0	artista
a.1807	Eduardo Arroyo			0	artista
a.1808	Eduardo Cohen			0	artista
a.1809	Eduardo Cruz			0	artista
a.1810	Eduardo Esparza			0	artista
a.1811	Eduardo Esperanza			0	artista
a.1812	Eduardo Fornasari			0	artista
a.1813	Eduardo Hernández			0	artista
a.1814	Eduardo Hoffmann			0	artista
a.1815	Eduardo Medici			0	artista
a.1816	Eduardo Moll			0	artista
a.1817	Eduardo Morán			0	artista
a.1818	Eduardo Pradilla			0	artista
a.1819	Eduardo Roca			0	artista
a.1820	Eduardo Terrazas			0	artista
a.1821	Eduard Spelterni			0	artista
a.1822	Edmundo Aquino			0	artista
a.1823	Edmundo Velarde			0	artista
a.1824	Edmond-Edouard Boissonnas			0	artista
a.1825	Edith Jiménez			0	artista
a.1826	Edith Verihn			0	artista
a.1827	Edilberto Sierra			0	artista
a.1828	Edgard Pillet			0	artista
a.1829	Édgar Plata			0	artista
a.1830	Édgar Riveral			0	artista
a.1831	Édgar Silva			0	artista
a.1832	Ed Paschke			0	artista
a.1833	Ed Ruscha			0	artista
a.1834	Duván López			0	artista
a.1835	Dusan Percinkov			0	artista
a.1836	Durlet			0	artista
a.1837	Doris Quarella			0	artista
a.1838	Doris Rosonfeld			0	artista
a.1839	Doris Salcedo			0	artista
a.1840	Don Mabie			0	artista
a.1841	Don Nice			0	artista
a.1842	Dominique Mazeud			0	artista
a.1843	Dominik Harborth			0	artista
a.1844	Domingo López			0	artista
a.1845	Dolf Preisig			0	artista
a.1846	Diva Ramírez			0	artista
a.1847	Diva Velásquez			0	artista
a.1848	Dioscórides			0	artista
a.1849	Dioscórides Pérez			0	artista
a.1850	Dinora Doudtchitzki			0	artista
a.1851	Dila			0	artista
a.1852	Diego Barbosa			0	artista
a.1853	Diego Buenahora			0	artista
a.1854	Diego Mendoza			0	artista
a.1855	Diego Pombo	1954	Colombiana	0	artista
a.1856	Dianna Lasso			0	artista
a.1857	Diane Flyr			0	artista
a.1858	Diane Sheehan			0	artista
a.1859	Diana Dowek			0	artista
a.1860	Diana Monroy			0	artista
a.1861	Di Rosa			0	artista
a.1862	Derrel Morris			0	artista
a.1863	Denry Torres			0	artista
a.1864	Demián Flórez			0	artista
a.1865	Demesio Antúnez			0	artista
a.1866	Delcy Morelos	1967	Colombiana	0	artista
a.1867	Del Lindo			0	artista
a.1868	Debra Rapoport			0	artista
a.1869	Deborah Aguado			0	artista
a.1870	Debby Doolittle			0	artista
a.1871	Dean Lindsay			0	artista
a.1872	David Aronson			0	artista
a.1873	David Blackwood			0	artista
a.1874	David Consuegra			0	artista
a.1875	David Dowler			0	artista
a.1876	David Hammons			0	artista
a.1877	David Hare			0	artista
a.1878	David Hockney			0	artista
a.1879	David Laplantz			0	artista
a.1880	David Tisdale			0	artista
a.1881	David Urso			0	artista
a.1882	David Walsh			0	artista
a.1883	Darío Jiménez			0	artista
a.1884	Darío Sierra			0	artista
a.1885	Darío Suro			0	artista
a.1886	Darío Villalba			0	artista
a.1887	Darel Valenca			0	artista
a.1888	Darel Valentado			0	artista
a.1889	Daniele Fuller			0	artista
a.1890	Daniel Angulo			0	artista
a.1891	Daniel Fleckenstein			0	artista
a.1892	Daniel Maigné			0	artista
a.1893	Daniel Osorio			0	artista
a.1894	Daniel Scheimberg			0	artista
a.1895	Daniel Vittet			0	artista
a.1896	Dana Atchley			0	artista
a.1897	Dan Quest			0	artista
a.1898	Dan Rizzie			0	artista
a.1899	Damaso Ogaz			0	artista
a.1900	Dalia  Cugat			0	artista
a.1901	Dagoberto Marcelo			0	artista
a.1902	Cynthia Schira			0	artista
a.1903	Cuando Bermúdez			0	artista
a.1904	Cristian Staub			0	artista
a.1905	Costa Leite			0	artista
a.1906	Consuelo Barbosa			0	artista
a.1907	Consuelo Lago			0	artista
a.1908	Constanza Aguirre			0	artista
a.1909	Constanza Medina			0	artista
a.1910	Constantito Nivola			0	artista
a.1911	Conrad			0	artista
a.1912	Connie Utterbach			0	artista
a.1913	Conchetto Pozzati			0	artista
a.1914	Collin-Thibault			0	artista
a.1915	Clorindo Testa			0	artista
a.1916	Clinton Adams			0	artista
a.1917	Clifford Ellis			0	artista
a.1918	Clever Machado			0	artista
a.1919	Clemencia Echeverri			0	artista
a.1920	Clemencia Lucena			0	artista
a.1921	Clayton Pond			0	artista
a.1922	Claudio Arango			0	artista
a.1923	Claudio Colucci			0	artista
a.1924	Claudio Juárez			0	artista
a.1925	Claudio Tozzi			0	artista
a.1926	Claudia Arango			0	artista
a.1927	Claudia Ebling			0	artista
a.1928	Claudia Gil			0	artista
a.1929	Claudia Hakim			0	artista
a.1930	Claudia Hernández			0	artista
a.1931	Claudia Ortiz			0	artista
a.1932	Claudia Sandoval			0	artista
a.1933	Claudia Victoria	1959	Colombiana	0	artista
a.1934	Claude Dieterich			0	artista
a.1935	Claude Sandoz			0	artista
a.1936	Claude Tousignant			0	artista
a.1937	Clauco Rodrigues			0	artista
a.1938	Clark Richard			0	artista
a.1939	Clare Romano			0	artista
a.1940	Clara Hurtado			0	artista
a.1941	Clara Piedrahita			0	artista
a.1942	Claire Doebeli			0	artista
a.1943	Ciro Palacios			0	artista
a.1944	Cinda Sparling			0	artista
a.1945	Christo			0	artista
a.1946	Christian Vogt			0	artista
a.1947	Charles-André Habib			0	artista
a.1948	Charles Coiner			0	artista
a.1949	Charles Durheim			0	artista
a.1950	Charles Klabunde			0	artista
a.1951	Charles White			0	artista
a.1952	César García			0	artista
a.1953	César Leal			0	artista
a.1954	César Padilla			0	artista
a.1955	César Paternosto			0	artista
a.1956	Ceri Richards			0	artista
a.1957	Celia Birbragher			0	artista
a.1958	Cecilia Mejía			0	artista
a.1959	Cecilia Porras			0	artista
a.1960	Cecilia Silva			0	artista
a.1961	Ceballos			0	artista
a.1962	Cathy Berse			0	artista
a.1963	Catalina Parra			0	artista
a.1964	Carolina Franco			0	artista
a.1965	Carolina Llano			0	artista
a.1966	Carole Ceborowski			0	artista
a.1967	Cárol Reina			0	artista
a.1968	Carmenza Ángel			0	artista
a.1969	Carmenza Estrada			0	artista
a.1970	Carmen Espinosa			0	artista
a.1971	Carmen Mazariegos			0	artista
a.1972	Carmen Rey			0	artista
a.1973	Carmelo Carra			0	artista
a.1974	Carmela Gross			0	artista
a.1975	Carlota Bentham			0	artista
a.1976	Carlos Altamirano			0	artista
a.1977	Carlos Avendaño			0	artista
a.1978	Carlos Blanco	1961	Colombiana	0	artista
a.1979	Carlos Caicedo			0	artista
a.1980	Carlos Cañas			0	artista
a.1981	Carlos Capelán			0	artista
a.1982	Carlos Contramaestre			0	artista
a.1983	Carlos Dávila			0	artista
a.1984	Carlos Delgado			0	artista
a.1985	Carlos Duque			0	artista
a.1986	Carlos Echeverry			0	artista
a.1987	Carlos Gallardo			0	artista
a.1988	Carlos Gorriarena			0	artista
a.1989	Carlos Irrizarry			0	artista
a.1990	Carlos Laos-Brache			0	artista
a.1991	Carlos Leppe			0	artista
a.1992	Carlos Martins			0	artista
a.1993	Carlos Maturana			0	artista
a.1994	Carlos Pinilla			0	artista
a.1995	Carlos Poveda			0	artista
a.1996	Carlos Quintana			0	artista
a.1997	Carlos Ruiz			0	artista
a.1998	Carlos Sessano			0	artista
a.1999	Carlos Summers	1925	Norteamericano	0	artista
a.2000	Carlos Vergara			0	artista
a.2001	Carlos Zúñiga			0	artista
a.2002	Carl-August Koch			0	artista
a.2003	Candida Hofer			0	artista
a.2004	Candid Lang			0	artista
a.2005	Candace Loheed			0	artista
a.2006	Camilo Lleras			0	artista
a.2007	Camilo Pineda			0	artista
a.2008	Camille Billops			0	artista
a.2009	Bruno Barbey			0	artista
a.2010	Bruno Bruni			0	artista
a.2011	Bruno Munari			0	artista
a.2012	Bruetschy			0	artista
a.2013	Bruce Beck			0	artista
a.2014	Bruce McCombs			0	artista
a.2015	Bruce Metcalf			0	artista
a.2016	Brigid O´Hanrahan			0	artista
a.2017	Brent Kington			0	artista
a.2018	Brassai			0	artista
a.2019	Boro			0	artista
a.2020	Boris Jesih			0	artista
a.2021	Boo Poulin			0	artista
a.2022	Bobert McBryde			0	artista
a.2023	Bob Natalini			0	artista
a.2024	Bjorn Lindroos			0	artista
a.2025	Binicio Horta			0	artista
